x,y,z
12.6953985,13.38740343,12.70146589
12.73646802,0.740344454,8.452849181
32.64682337,48.28301665,67.66908915
24.78851929,40.8873334,57.45912799
27.11506398,45.72851087,63.54171165
1.819569477,5.616403905,3.400184055
10.3242907,-8.548430489,1.255593126
4.027644709,2.698804405,1.941662642
32.21895904,34.82042329,60.55096206
20.22939494,47.47045169,60.12462768
27.30644078,42.72540799,60.50869155
35.01047941,48.53669218,68.96152189
1.961509786,0.83243123,1.834945228
11.15289015,9.859872738,9.778058219
39.07359071,50.91733222,72.07908776
27.90373613,46.0130535,62.42901216
8.823814622,3.733282242,5.883806189
29.0230223,48.59212782,64.87780529
8.425099244,-0.838839164,3.445212968
5.961051966,-9.687152411,-1.562158512
28.85824501,48.3211102,64.09096069
11.21385872,8.783910701,9.815398432
7.085752582,3.09250332,4.667727573
26.08164193,39.14774446,60.50908495
5.511285533,-3.909547487,-1.39605941
22.9817333,55.2422714,62.68875753
25.91782883,41.01367554,60.76364837
19.52140236,33.30495068,53.69156509
34.21166356,51.02370203,70.45657419
32.30144885,46.25283168,65.83365408
29.1222817,50.64171644,67.59906521
13.34454094,1.768538716,6.725103104
24.56307645,42.21588991,58.84761276
26.13007663,43.07841018,60.39968223
13.41898769,8.275655272,11.04576749
4.607097021,3.738391793,3.093633058
3.692396808,4.373692206,0.411719435
23.8431795,32.7377427,57.00836768
26.91482398,49.52150261,64.75762443
23.60370895,48.20387161,60.6972535
25.25720738,36.74101204,56.81307054
13.77837964,2.266219824,8.266219596
13.87884932,1.454362747,8.296973777
3.333238434,-7.433448583,-0.305541021
5.801251749,4.522508934,4.826201776
14.56646884,11.47781247,11.12598423
25.69689927,47.95802995,61.86212986
7.320860994,4.639849152,3.867932285
14.99128818,3.201857408,9.830204655
16.72765352,11.05910755,12.47647568
2.252803082,0.394762907,-1.1514781
30.21625457,46.27274986,65.52601907
35.20693709,53.59470136,71.25938498
5.275877528,3.096043158,3.425160212
11.76752462,18.38264034,13.29171609
31.39563779,39.53622504,64.77330069
23.21144703,47.18339106,61.51603793
13.3957306,-8.516463328,3.143898404
25.85512149,44.74736154,61.02584031
8.42259315,-4.167776524,2.096513559
29.0035795,43.7757015,64.62526014
8.661343486,-4.397577494,1.866378501
25.74106201,45.99009,60.82965018
6.855914225,0.648802882,3.901239081
13.86786502,5.235122336,11.36032959
16.2155744,4.471303131,10.8424131
4.962722568,-4.577031566,0.111280005
29.9637445,55.09596458,68.49093191
24.29643885,40.33235293,57.99049728
20.79717886,14.50785963,16.78561168
30.85604525,38.73853521,62.56105601
29.6528268,49.92997357,64.90734129
31.18725789,55.28943206,68.9430776
11.24690212,9.448584437,10.024299
27.50426576,42.13378836,60.85160407
3.321131812,1.738357066,0.197841583
27.92216504,49.09205448,64.48312833
29.71831676,39.50235617,62.59824583
8.468356862,2.499869957,4.889966602
27.3149123,34.56386913,55.64770117
27.59243941,48.33608541,66.2011188
10.0950941,-3.799626146,3.220438118
32.25808997,36.97468733,60.83156271
28.55785284,45.62466599,62.70858968
7.709660294,-0.479561586,3.664337112
29.78434254,45.97001193,64.27604026
36.08260024,47.25885307,67.46726265
26.8952582,53.05307317,65.25647028
11.47252819,-2.581748335,5.254755042
7.710785623,-5.492613908,1.485486907
4.531646759,2.735298938,3.125582937
21.51485068,41.70891933,56.81504167
9.866333997,7.620622104,7.657662974
5.688759454,-2.788511233,1.201797239
15.49504574,4.223371457,10.03570629
31.41343453,46.62664302,66.46211893
10.03414498,17.46251982,13.13386434
32.29010928,50.49874362,69.28329429
26.14367812,47.12248647,61.65100623
23.7409499,50.68331289,62.35984368
32.03219837,42.89639115,64.55745396
13.3095879,7.753223457,12.50579696
27.59826322,33.55121496,59.32096509
7.336474069,-0.260579833,4.301449232
7.795074161,-0.648687901,3.78189074
30.35077384,38.82801827,62.14889314
13.67794227,1.05734342,6.765348457
24.08945441,48.45954777,60.76269131
26.71889075,42.22514223,63.30019861
8.033500599,2.72310304,4.659002947
30.60525309,39.52217749,61.29914104
4.693837906,-3.875284588,1.808099752
27.39348213,44.139191,62.30177059
7.904374778,-6.261247138,1.197493196
24.77173441,49.23607349,61.78077394
20.28317718,45.4189217,60.76164998
7.877674083,10.55495119,7.603388938
16.14616524,6.430983034,12.62311134
22.90157751,54.10397401,63.57742083
9.784987092,9.089144664,8.564143536
20.47189371,34.01185559,52.76154844
8.503449926,0.877746023,4.643983332
16.92108297,7.863905951,12.8238737
32.28668356,39.76748032,62.61693367
10.19348918,-5.369863822,4.297604113
9.09710914,-5.137233324,2.266047032
8.39316279,-1.307620421,4.220959041
23.62281802,50.44903891,62.72500872
30.04496948,39.31065794,60.55404947
7.754467989,-4.510606633,3.021530722
31.52483614,52.84922922,68.55929972
29.91257623,54.89590222,67.48594649
9.928002786,1.229408042,6.852581422
33.86083557,45.98382809,66.07134395
29.43258023,44.95322224,62.99616671
12.83949681,11.21243729,11.80598958
29.97513736,45.89514281,64.73200232
9.664209635,4.168392866,6.635687289
12.08528248,6.54051565,7.888595602
12.71840329,-0.446093121,5.168021977
5.94887227,-3.549595709,-0.99572555
8.261614549,-12.64792931,-1.7601093
9.93754892,11.28632705,10.16634305
8.808107685,12.18149399,9.612090445
22.7388257,40.01270685,57.31331451
24.89281599,46.14777471,64.18361754
11.52787997,7.789038291,8.654185891
5.210232438,-1.66706821,1.60237356
32.66736772,46.93924335,67.42556204
12.6170706,4.125045858,8.079775417
29.28816364,44.45885403,64.91778042
26.74684294,54.07411058,65.20078727
24.67666248,45.35868659,62.29943374
10.41761452,-2.383032469,2.809697574
24.41734965,37.94967934,58.17889707
2.541341693,-4.768898665,-3.018790727
14.63027354,1.023649427,7.757639178
5.674720082,8.731943125,5.870072845
8.695862332,-2.277484996,3.066092263
7.554834855,12.06791722,7.799152988
10.66761953,-0.983717419,5.208588368
5.328632402,1.818519107,3.689986249
24.41271273,52.06166237,63.0907978
28.03000649,37.84668011,60.30363803
7.00773571,4.44365041,6.049147055
24.78859413,46.83260387,62.38112353
9.19374296,-1.305396593,4.570479207
7.680695331,4.193882572,6.619574086
28.85743994,43.45281373,63.56223789
11.07248485,4.548734914,8.806256964
28.98165582,44.4614027,64.64015159
29.79867837,46.5424158,65.41139811
31.64341689,42.99369761,64.6390389
10.69772153,-5.371733168,3.320867414
11.1946413,-0.493120953,5.590795919
8.124226805,0.075284762,3.321246679
14.01869608,4.565087185,10.19511867
6.199785148,0.037470009,3.543306019
37.87722841,44.12943703,67.77341919
8.799011012,-5.621977354,1.568109193
29.63658718,43.94468784,63.29371409
8.951241919,6.70521299,4.741940797
21.55649266,40.82249263,55.62219678
30.09332658,51.13842104,66.26548969
8.951161016,0.327732689,3.685713216
24.04560407,43.55054904,59.68807922
24.97264346,40.34066479,60.49344261
28.20176925,58.51749409,67.92294515
36.4518839,49.11660342,68.39474285
29.12720149,53.67439461,66.18953189
4.638750768,2.543295973,2.120444448
18.41714027,13.09653832,15.12293492
28.84249603,47.13256951,65.82172272
30.2569218,48.53653867,67.1071619
3.366552425,4.194571364,2.640816715
6.205017668,7.157281582,4.226774167
22.25282206,45.99693334,58.34816217
6.743812002,2.155394965,1.055002027
29.69215152,46.697335,65.67255996
24.42652924,42.60809996,57.47872973
31.35171563,42.76303593,65.94411211
8.603248938,1.710236171,4.532158705
9.668543414,1.992134862,4.533188014
27.46498128,45.04319452,61.76118902
33.93573042,34.01500678,61.61632147
24.84477801,35.74728325,57.12566288
14.4728189,-9.232223071,6.454264751
23.68293405,48.42277292,60.81781322
20.21569837,49.28979616,60.3262226
17.13348638,-7.265459136,5.536384551
23.92398313,41.20869337,59.55919026
6.088903455,-5.667670828,-0.58073759
11.70253973,-0.426622627,6.074283252
11.21708869,7.218412017,10.30888282
23.47742865,55.18507332,63.79567214
8.672850786,5.309519446,5.14658093
10.89676694,1.114576621,5.021480627
25.6749306,41.94963651,60.92353444
7.566848887,3.094215537,4.539247594
8.600857999,6.997797998,7.371496537
10.85009414,-2.406123166,6.342501694
7.643927036,0.943876317,5.74338372
12.56343421,2.911587313,8.654739995
9.523463316,2.933571942,5.315964237
5.839310813,-1.505234662,0.412428213
24.35222746,39.25492817,59.78316825
8.860612311,8.786389238,9.034839504
5.283803536,-3.799128585,-0.273695354
23.97754832,33.73557687,54.67441093
6.23478133,-3.619143163,1.993017313
31.37583191,48.96990413,65.82418012
3.613297299,8.889556166,4.754938073
23.61867712,49.44213192,61.70575649
32.36854475,50.46463349,69.62181951
3.234743526,-1.52762163,0.06912525
24.22382497,33.03575636,55.72070469
9.563149931,-1.153893753,4.676215638
31.68550224,34.99162309,61.21134451
28.14924953,43.73889875,61.16777597
34.00292325,45.93554847,66.89200077
9.371037075,1.679606866,5.0556397
10.05201389,-1.031612269,5.665752548
13.99331163,-0.242976988,6.343015362
24.139064,42.96975594,58.38965611
22.4465681,44.39839188,58.37671382
30.94430331,45.92759961,63.46116646
12.26146524,-2.785452578,6.102772669
8.77450097,-1.725203006,4.005167106
25.16218375,49.04039407,62.11893278
21.06685021,50.59719653,59.13672408
29.44089531,45.98487356,66.39277119
6.974231819,4.73531701,4.729882243
28.54389631,47.46776158,65.90934803
25.99765914,51.67802197,64.72924252
6.63539969,-9.441967932,-1.72301818
